# Production's answers for src/ng/paralog/production_parity.rs — frozen at promotion plan step C4.
#
# Every value below was computed by production's paralog filter — src/paralog/ and
# src/var_calling/paralog_filter/calibrate.rs — at commit d9e7b076, on the inputs the named
# test in production_parity.rs builds, by that test instrumented to write out what production
# returned. ng's copy agreed with each value at that commit, within the tolerances the test states.
#
# Format: one `key<TAB>value` per line. The key's first segment names the test's section.
# An f64 is its IEEE-754 bit pattern as 16 hex digits, so NaN and -0.0 survive; an Option<f64>
# is that or `none`; counts are decimal; booleans are `true`/`false`. A probe ratio or target
# in a key is written with Rust's `{:?}`.
sweep/1/0/ratio	405547d44ed9aa32
sweep/63/181/samples_used	47
sweep/63/181/confident_homalt_carriers	6
sweep/63/182/ratio	40a8a9d262d353b0
sweep/63/182/real_variant	c0c04927d91a0a5a
sweep/63/182/hidden_paralog	c0b43d6680ca6adc
sweep/63/182/samples_used	45
sweep/63/182/confident_homalt_carriers	8
sweep/63/183/ratio	4094e17d48757920
sweep/63/183/real_variant	c0bbeaf83884f9c2
sweep/63/183/hidden_paralog	c0b6b298e6679b7a
sweep/63/183/samples_used	45
sweep/63/183/confident_homalt_carriers	9
sweep/63/184/ratio	40cdd6e39b2b16c6
sweep/63/184/real_variant	c0d5c5b70196b0b9
sweep/63/184/hidden_paralog	c0bb6914d0049558
sweep/63/184/samples_used	46
sweep/63/184/confident_homalt_carriers	5
sweep/63/185/ratio	40b26dd10f0af8c4
sweep/63/185/real_variant	c0c873fec4a5a6fb
sweep/63/185/hidden_paralog	c0be7a2c7a405532
sweep/63/185/samples_used	52
sweep/63/185/confident_homalt_carriers	10
sweep/63/186/ratio	40c3ac336a495d58
sweep/63/186/real_variant	c0cdc8ad739a2efb
sweep/63/186/hidden_paralog	c0b438f412a1a346
sweep/63/186/samples_used	40
sweep/63/186/confident_homalt_carriers	4
sweep/63/187/ratio	40caabcb034ce895
sweep/63/187/real_variant	c0d3b15ac99a40da
sweep/63/187/hidden_paralog	c0b96dd51fcf323e
sweep/63/187/samples_used	46
sweep/63/187/confident_homalt_carriers	4
sweep/63/188/ratio	40b2d6edc117e164
sweep/63/188/real_variant	c0c276706ec79ef1
sweep/63/188/hidden_paralog	c0b215f31c775c7e
sweep/63/188/samples_used	42
sweep/63/188/confident_homalt_carriers	10
sweep/63/189/ratio	40cd3a58b0040f9e
sweep/63/189/real_variant	c0d389587223438c
sweep/63/189/hidden_paralog	c0b3b0b06884eef3
sweep/63/189/samples_used	48
sweep/63/189/confident_homalt_carriers	10
sweep/63/190/ratio	40ba4f7ab271510b
sweep/63/190/real_variant	c0c9fcf780d324fa
sweep/63/190/hidden_paralog	c0b9aa744f34f8e9
sweep/63/190/samples_used	49
sweep/63/190/confident_homalt_carriers	9
sweep/63/191/ratio	40d5b37c34b99c2c
sweep/63/191/real_variant	c0dd190ca60d3588
sweep/63/191/hidden_paralog	c0bd9641c54e6572
sweep/63/191/samples_used	53
sweep/63/191/confident_homalt_carriers	13
sweep/63/192/ratio	40b96da9b163402e
sweep/63/192/real_variant	c0c870b9a85d45f6
sweep/63/192/hidden_paralog	c0b773c99f574bbe
sweep/63/192/samples_used	46
sweep/63/192/confident_homalt_carriers	10
sweep/63/193/ratio	40d1aa97ee0251b2
sweep/63/193/real_variant	c0d67891f0242dea
sweep/63/193/hidden_paralog	c0b337e8088770e0
sweep/63/193/samples_used	45
sweep/63/193/confident_homalt_carriers	6
sweep/63/194/ratio	40bea828afb09d1f
sweep/63/194/real_variant	c0cb66db537dbe7a
sweep/63/194/hidden_paralog	c0b8258df74adfd5
sweep/63/194/samples_used	57
sweep/63/194/confident_homalt_carriers	9
sweep/63/195/ratio	40a2777f430d790c
sweep/63/195/real_variant	c0c0ab06b6236d54
sweep/63/195/hidden_paralog	c0b81a4dcac01e22
sweep/63/195/samples_used	47
sweep/63/195/confident_homalt_carriers	8
sweep/63/196/ratio	40c6032544ef52f2
sweep/63/196/real_variant	c0d0bca0f4a19060
sweep/63/196/hidden_paralog	c0b6ec3948a79b9d
sweep/63/196/samples_used	49
sweep/63/196/confident_homalt_carriers	12
sweep/63/197/ratio	40d29b5660ffcdbc
sweep/63/197/real_variant	c0d897b0dc88927a
sweep/63/197/hidden_paralog	c0b7f169ee2312f9
sweep/63/197/samples_used	47
sweep/63/197/confident_homalt_carriers	3
sweep/63/198/ratio	40c53d342b1c19f8
sweep/63/198/real_variant	c0cf26c2b8ace32e
sweep/63/198/hidden_paralog	c0b3d31d1b21926b
sweep/63/198/samples_used	47
sweep/63/198/confident_homalt_carriers	9
sweep/63/199/ratio	40bd50d997752b88
sweep/63/199/real_variant	c0ca01f78c3dc75b
sweep/63/199/hidden_paralog	c0b6b3158106632e
sweep/63/199/samples_used	42
sweep/63/199/confident_homalt_carriers	4
one_sample/0/ratio	4025c55e794f6830
one_sample/0/real_variant	c056f100a4bff1b6
one_sample/0/hidden_paralog	c0543854d59604b0
one_sample/0/samples_used	1
one_sample/0/confident_homalt_carriers	0
one_sample/1/ratio	403d34e57a829700
one_sample/1/real_variant	c064319a9cde8466
one_sample/1/hidden_paralog	c0608afded8e3186
one_sample/1/samples_used	1
one_sample/1/confident_homalt_carriers	0
one_sample/2/ratio	c009fa45d51a0360
one_sample/2/real_variant	c048b3543252d058
one_sample/2/hidden_paralog	c04a52f88fa4708e
one_sample/2/samples_used	1
one_sample/2/confident_homalt_carriers	0
one_sample/3/ratio	3fde3323d0378b40
one_sample/3/real_variant	c0123c90690afa68
one_sample/3/hidden_paralog	c010595e2c0781b4
one_sample/3/samples_used	1
one_sample/3/confident_homalt_carriers	0
one_sample/4/ratio	40280d0dec71e8e8
one_sample/4/real_variant	c05f8d443abea5f2
one_sample/4/hidden_paralog	c05c8ba27d3068d5
one_sample/4/samples_used	1
one_sample/4/confident_homalt_carriers	0
one_sample/5/ratio	0000000000000000
one_sample/5/real_variant	0000000000000000
one_sample/5/hidden_paralog	0000000000000000
one_sample/5/samples_used	0
one_sample/5/confident_homalt_carriers	0
one_sample/6/ratio	c01f9557fd7dc640
one_sample/6/real_variant	c070a37d0913cc4d
one_sample/6/hidden_paralog	c07121d26909c366
one_sample/6/samples_used	1
one_sample/6/confident_homalt_carriers	0
one_sample/7/ratio	bfc6535fa4046000
one_sample/7/real_variant	c070f4e2ba18be0f
one_sample/7/hidden_paralog	c070f7ad260d3e9b
one_sample/7/samples_used	1
one_sample/7/confident_homalt_carriers	0
one_sample/8/ratio	c05eb0aa3669aeaa
one_sample/8/real_variant	c05a423c5460592a
one_sample/8/hidden_paralog	c06c7973456503ea
one_sample/8/samples_used	1
one_sample/8/confident_homalt_carriers	1
one_sample/9/ratio	0000000000000000
one_sample/9/real_variant	0000000000000000
one_sample/9/hidden_paralog	0000000000000000
one_sample/9/samples_used	0
one_sample/9/confident_homalt_carriers	0
one_sample/10/ratio	0000000000000000
one_sample/10/real_variant	0000000000000000
one_sample/10/hidden_paralog	0000000000000000
one_sample/10/samples_used	0
one_sample/10/confident_homalt_carriers	0
one_sample/11/ratio	403119af6c81416f
one_sample/11/real_variant	c041c91696bb5915
one_sample/11/hidden_paralog	c032787dc0f570bb
one_sample/11/samples_used	1
one_sample/11/confident_homalt_carriers	0
one_sample/12/ratio	405191737cb104c9
one_sample/12/real_variant	c05228c50cdce641
one_sample/12/hidden_paralog	c002ea32057c2efa
one_sample/12/samples_used	1
one_sample/12/confident_homalt_carriers	0
one_sample/13/ratio	0000000000000000
one_sample/13/real_variant	0000000000000000
one_sample/13/hidden_paralog	0000000000000000
one_sample/13/samples_used	0
one_sample/13/confident_homalt_carriers	0
one_sample/14/ratio	0000000000000000
one_sample/14/real_variant	0000000000000000
one_sample/14/hidden_paralog	0000000000000000
one_sample/14/samples_used	0
one_sample/14/confident_homalt_carriers	0
one_sample/15/ratio	4031546f6cdb58b4
one_sample/15/real_variant	c0422076474497d2
one_sample/15/hidden_paralog	c032ec7d21add6f0
one_sample/15/samples_used	1
one_sample/15/confident_homalt_carriers	0
one_sample/16/ratio	4056df3e93943f04
one_sample/16/real_variant	c071fd2aa4a25171
one_sample/16/hidden_paralog	c0688ab5ff7a8360
one_sample/16/samples_used	1
one_sample/16/confident_homalt_carriers	0
one_sample/17/ratio	40516ed66a049913
one_sample/17/real_variant	c0658bd691dd67d6
one_sample/17/hidden_paralog	c059a8d6b9b63699
one_sample/17/samples_used	1
one_sample/17/confident_homalt_carriers	0
one_sample/18/ratio	4031e958bc1adc1c
one_sample/18/real_variant	c05b206427dd4acb
one_sample/18/hidden_paralog	c056a60df8d693c4
one_sample/18/samples_used	1
one_sample/18/confident_homalt_carriers	0
one_sample/19/ratio	c04179d26882f373
one_sample/19/real_variant	c02a9334c93ca5f4
one_sample/19/hidden_paralog	c0481e9f9ad21cf0
one_sample/19/samples_used	1
one_sample/19/confident_homalt_carriers	1
one_sample/20/ratio	c04d0425ad02926d
one_sample/20/real_variant	c03fdf57ee5ca6ae
one_sample/20/hidden_paralog	c05679e8d21872e2
one_sample/20/samples_used	1
one_sample/20/confident_homalt_carriers	1
one_sample/21/ratio	0000000000000000
one_sample/21/real_variant	0000000000000000
one_sample/21/hidden_paralog	0000000000000000
one_sample/21/samples_used	0
one_sample/21/confident_homalt_carriers	0
one_sample/22/ratio	4037e6bf1407dd90
one_sample/22/real_variant	c0720b065e60045f
one_sample/22/hidden_paralog	c0708c9a6d1f8686
one_sample/22/samples_used	1
one_sample/22/confident_homalt_carriers	0
one_sample/23/ratio	c05d9fbf56a72cf5
one_sample/23/real_variant	c0097bd107fc2285
one_sample/23/hidden_paralog	c05e6b9ddee70e09
one_sample/23/samples_used	1
one_sample/23/confident_homalt_carriers	1
one_sample/24/ratio	0000000000000000
one_sample/24/real_variant	0000000000000000
one_sample/24/hidden_paralog	0000000000000000
one_sample/24/samples_used	0
one_sample/24/confident_homalt_carriers	0
one_sample/25/ratio	408b0027330577a3
one_sample/25/real_variant	c08b0b2c8613ae24
one_sample/25/hidden_paralog	bff60aa61c6d027c
one_sample/25/samples_used	1
one_sample/25/confident_homalt_carriers	0
one_sample/26/ratio	4059d71ad9b85350
one_sample/26/real_variant	c05a5e1c01456d65
one_sample/26/hidden_paralog	c000e024f1a342a9
one_sample/26/samples_used	1
one_sample/26/confident_homalt_carriers	0
one_sample/27/ratio	4017566bccccca60
one_sample/27/real_variant	c067209775fc5da9
one_sample/27/hidden_paralog	c06665e41795f756
one_sample/27/samples_used	1
one_sample/27/confident_homalt_carriers	0
one_sample/28/ratio	403b205c009001e0
one_sample/28/real_variant	c066e0be6a3614fa
one_sample/28/hidden_paralog	c0637cb2ea2414be
one_sample/28/samples_used	1
one_sample/28/confident_homalt_carriers	0
one_sample/29/ratio	0000000000000000
one_sample/29/real_variant	0000000000000000
one_sample/29/hidden_paralog	0000000000000000
one_sample/29/samples_used	0
one_sample/29/confident_homalt_carriers	0
one_sample/30/ratio	4038a54ee2ffdc6c
one_sample/30/real_variant	c05bfbdf47a666af
one_sample/30/hidden_paralog	c055d28b8ee66f94
one_sample/30/samples_used	1
one_sample/30/confident_homalt_carriers	0
one_sample/31/ratio	40297c2df88a5ee0
one_sample/31/real_variant	c070116a8c96481b
one_sample/31/hidden_paralog	c06e8b1239a3ea48
one_sample/31/samples_used	1
one_sample/31/confident_homalt_carriers	0
one_sample/32/ratio	40174a0b28d42f3c
one_sample/32/real_variant	c01fb3d77c6ef4ea
one_sample/32/hidden_paralog	c000d398a7358b5d
one_sample/32/samples_used	1
one_sample/32/confident_homalt_carriers	0
one_sample/33/ratio	40b115a160540e0a
one_sample/33/real_variant	c0b2253139a44817
one_sample/33/hidden_paralog	c070f8fd9503a0d0
one_sample/33/samples_used	1
one_sample/33/confident_homalt_carriers	0
one_sample/34/ratio	40639f2f5697a95a
one_sample/34/real_variant	c0731689e6ee4ea8
one_sample/34/hidden_paralog	c0628de47744f3f6
one_sample/34/samples_used	1
one_sample/34/confident_homalt_carriers	0
one_sample/35/ratio	40195e725da37540
one_sample/35/real_variant	c070ff5dd4ba56ba
one_sample/35/hidden_paralog	c07099e40b43c8e5
one_sample/35/samples_used	1
one_sample/35/confident_homalt_carriers	0
one_sample/36/ratio	4040056e9f280cb9
one_sample/36/real_variant	c0414aa10988f72a
one_sample/36/hidden_paralog	c0045326a60ea70f
one_sample/36/samples_used	1
one_sample/36/confident_homalt_carriers	0
one_sample/37/ratio	0000000000000000
one_sample/37/real_variant	0000000000000000
one_sample/37/hidden_paralog	0000000000000000
one_sample/37/samples_used	0
one_sample/37/confident_homalt_carriers	0
one_sample/38/ratio	0000000000000000
one_sample/38/real_variant	0000000000000000
one_sample/38/hidden_paralog	0000000000000000
one_sample/38/samples_used	0
one_sample/38/confident_homalt_carriers	0
one_sample/39/ratio	0000000000000000
one_sample/39/real_variant	0000000000000000
one_sample/39/hidden_paralog	0000000000000000
one_sample/39/samples_used	0
one_sample/39/confident_homalt_carriers	0
one_sample/40/ratio	40473deeea56eee0
one_sample/40/real_variant	c0488cd7d42bf65f
one_sample/40/hidden_paralog	c004ee8e9d5077f8
one_sample/40/samples_used	1
one_sample/40/confident_homalt_carriers	0
one_sample/41/ratio	c05ceb5f8ff58c70
one_sample/41/real_variant	c052f5b69bc1c27c
one_sample/41/hidden_paralog	c067f08b15dba776
one_sample/41/samples_used	1
one_sample/41/confident_homalt_carriers	1
one_sample/42/ratio	c05551d9d74797a0
one_sample/42/real_variant	c0636de0dfb47ea6
one_sample/42/hidden_paralog	c06e16cdcb584a76
one_sample/42/samples_used	1
one_sample/42/confident_homalt_carriers	1
one_sample/43/ratio	c05c37d2753230f8
one_sample/43/real_variant	c06c3e0a09134d7e
one_sample/43/hidden_paralog	c0752cf9a1d632fd
one_sample/43/samples_used	1
one_sample/43/confident_homalt_carriers	0
one_sample/44/ratio	40522a8dfeb04d8d
one_sample/44/real_variant	c06856ac206a556a
one_sample/44/hidden_paralog	c05e82ca42245d47
one_sample/44/samples_used	1
one_sample/44/confident_homalt_carriers	0
one_sample/45/ratio	4017977206c690c6
one_sample/45/real_variant	c032441258a50d64
one_sample/45/hidden_paralog	c028bc6bade6d265
one_sample/45/samples_used	1
one_sample/45/confident_homalt_carriers	0
one_sample/46/ratio	4035c6f69429b8cc
one_sample/46/real_variant	c04f6c4eb92e0178
one_sample/46/hidden_paralog	c04488d36f192512
one_sample/46/samples_used	1
one_sample/46/confident_homalt_carriers	0
one_sample/47/ratio	408c4ffc78d0db65
one_sample/47/real_variant	c08fc6db26293b99
one_sample/47/hidden_paralog	c05bb6f56ac3019d
one_sample/47/samples_used	1
one_sample/47/confident_homalt_carriers	0
one_sample/48/ratio	405a4cf3b72fa9c4
one_sample/48/real_variant	c06d41f80bba9888
one_sample/48/hidden_paralog	c0601b7e3022c3a6
one_sample/48/samples_used	1
one_sample/48/confident_homalt_carriers	0
one_sample/49/ratio	0000000000000000
one_sample/49/real_variant	0000000000000000
one_sample/49/hidden_paralog	0000000000000000
one_sample/49/samples_used	0
one_sample/49/confident_homalt_carriers	0
one_sample/50/ratio	403907cbe0334000
one_sample/50/real_variant	c0631de6053ef0c7
one_sample/50/hidden_paralog	c05ff9d91271118e
one_sample/50/samples_used	1
one_sample/50/confident_homalt_carriers	0
one_sample/51/ratio	3fd65b4c5f90bf40
one_sample/51/real_variant	c037191d8baeb379
one_sample/51/hidden_paralog	c036bfb05a30707c
one_sample/51/samples_used	1
one_sample/51/confident_homalt_carriers	0
one_sample/52/ratio	c010d90e7981b320
one_sample/52/real_variant	c0651e18269a18e9
one_sample/52/hidden_paralog	c065a4e09a662682
one_sample/52/samples_used	1
one_sample/52/confident_homalt_carriers	0
one_sample/53/ratio	404bfe3cd1df36dd
one_sample/53/real_variant	c04d179f83191b50
one_sample/53/hidden_paralog	c001962b139e4732
one_sample/53/samples_used	1
one_sample/53/confident_homalt_carriers	0
one_sample/54/ratio	4074e766c16bd655
one_sample/54/real_variant	c074ff570d3b1b88
one_sample/54/hidden_paralog	bff7f04bcf45334c
one_sample/54/samples_used	1
one_sample/54/confident_homalt_carriers	0
one_sample/55/ratio	4070ab27de95e8f1
one_sample/55/real_variant	c070ca7d0679b912
one_sample/55/hidden_paralog	bfff5527e3d020d0
one_sample/55/samples_used	1
one_sample/55/confident_homalt_carriers	0
one_sample/56/ratio	0000000000000000
one_sample/56/real_variant	0000000000000000
one_sample/56/hidden_paralog	0000000000000000
one_sample/56/samples_used	0
one_sample/56/confident_homalt_carriers	0
one_sample/57/ratio	4015692fb5f2bc80
one_sample/57/real_variant	c065ee713318de95
one_sample/57/hidden_paralog	c0654327b56948b1
one_sample/57/samples_used	1
one_sample/57/confident_homalt_carriers	1
one_sample/58/ratio	0000000000000000
one_sample/58/real_variant	0000000000000000
one_sample/58/hidden_paralog	0000000000000000
one_sample/58/samples_used	0
one_sample/58/confident_homalt_carriers	0
one_sample/59/ratio	0000000000000000
one_sample/59/real_variant	0000000000000000
one_sample/59/hidden_paralog	0000000000000000
one_sample/59/samples_used	0
one_sample/59/confident_homalt_carriers	0
one_sample/60/ratio	405a418bf5249f84
one_sample/60/real_variant	c07809e4587989b4
one_sample/60/hidden_paralog	c07179815b3061d3
one_sample/60/samples_used	1
one_sample/60/confident_homalt_carriers	0
one_sample/61/ratio	403409c405248570
one_sample/61/real_variant	c056293f2c1625eb
one_sample/61/hidden_paralog	c05126ce2acd048f
one_sample/61/samples_used	1
one_sample/61/confident_homalt_carriers	0
one_sample/62/ratio	407c018eb1ee83df
one_sample/62/real_variant	c082cfb81c0edfd2
one_sample/62/hidden_paralog	c0633bc30c5e778a
one_sample/62/samples_used	1
one_sample/62/confident_homalt_carriers	0
one_sample/63/ratio	0000000000000000
one_sample/63/real_variant	0000000000000000
one_sample/63/hidden_paralog	0000000000000000
one_sample/63/samples_used	0
one_sample/63/confident_homalt_carriers	0
one_sample/64/ratio	c0630c5fb6ff1f5e
one_sample/64/real_variant	c03f9ba76f3fad13
one_sample/64/hidden_paralog	c066ffd4a4e71500
one_sample/64/samples_used	1
one_sample/64/confident_homalt_carriers	1
one_sample/65/ratio	4061ec4499c77f5a
one_sample/65/real_variant	c070c4f67655013a
one_sample/65/hidden_paralog	c05f3b50a5c50634
one_sample/65/samples_used	1
one_sample/65/confident_homalt_carriers	0
one_sample/66/ratio	0000000000000000
one_sample/66/real_variant	0000000000000000
one_sample/66/hidden_paralog	0000000000000000
one_sample/66/samples_used	0
one_sample/66/confident_homalt_carriers	0
one_sample/67/ratio	4082ea427c222bfd
one_sample/67/real_variant	c08608ac95487675
one_sample/67/hidden_paralog	c058f350c93253c2
one_sample/67/samples_used	1
one_sample/67/confident_homalt_carriers	1
one_sample/68/ratio	40335f3058b49d2c
one_sample/68/real_variant	c05331137cec01f5
one_sample/68/hidden_paralog	c04cb28ecd7db554
one_sample/68/samples_used	1
one_sample/68/confident_homalt_carriers	0
one_sample/69/ratio	0000000000000000
one_sample/69/real_variant	0000000000000000
one_sample/69/hidden_paralog	0000000000000000
one_sample/69/samples_used	0
one_sample/69/confident_homalt_carriers	0
one_sample/70/ratio	0000000000000000
one_sample/70/real_variant	0000000000000000
one_sample/70/hidden_paralog	0000000000000000
one_sample/70/samples_used	0
one_sample/70/confident_homalt_carriers	0
one_sample/71/ratio	407a59ffa3c7d089
one_sample/71/real_variant	c07a70175b18794c
one_sample/71/hidden_paralog	bff617b750a8c300
one_sample/71/samples_used	1
one_sample/71/confident_homalt_carriers	0
one_sample/72/ratio	4046ee72a0483280
one_sample/72/real_variant	c069d6f27e6b8916
one_sample/72/hidden_paralog	c0641b55d6597c76
one_sample/72/samples_used	1
one_sample/72/confident_homalt_carriers	0
one_sample/73/ratio	0000000000000000
one_sample/73/real_variant	0000000000000000
one_sample/73/hidden_paralog	0000000000000000
one_sample/73/samples_used	0
one_sample/73/confident_homalt_carriers	0
one_sample/74/ratio	0000000000000000
one_sample/74/real_variant	0000000000000000
one_sample/74/hidden_paralog	0000000000000000
one_sample/74/samples_used	0
one_sample/74/confident_homalt_carriers	0
one_sample/75/ratio	401465dd939ffe40
one_sample/75/real_variant	c05f1c8ec799bb82
one_sample/75/hidden_paralog	c05dd630ee5fbb9e
one_sample/75/samples_used	1
one_sample/75/confident_homalt_carriers	0
one_sample/76/ratio	0000000000000000
one_sample/76/real_variant	0000000000000000
one_sample/76/hidden_paralog	0000000000000000
one_sample/76/samples_used	0
one_sample/76/confident_homalt_carriers	0
one_sample/77/ratio	40473b936cf57b2c
one_sample/77/real_variant	c06f00da156926e5
one_sample/77/hidden_paralog	c06931f53a2bc81a
one_sample/77/samples_used	1
one_sample/77/confident_homalt_carriers	0
one_sample/78/ratio	403fbd19123000c0
one_sample/78/real_variant	c0560c8d986246c4
one_sample/78/hidden_paralog	c04c3a8ea7ac8d28
one_sample/78/samples_used	1
one_sample/78/confident_homalt_carriers	0
one_sample/79/ratio	407e5dca32014146
one_sample/79/real_variant	c0848beb5d77aad2
one_sample/79/hidden_paralog	c065741911dc28bd
one_sample/79/samples_used	1
one_sample/79/confident_homalt_carriers	1
one_sample/80/ratio	404394aa15b32386
one_sample/80/real_variant	c0604ac06c3ab338
one_sample/80/hidden_paralog	c056cb2bcd9bd4ad
one_sample/80/samples_used	1
one_sample/80/confident_homalt_carriers	0
one_sample/81/ratio	c04cdac74adb6ff8
one_sample/81/real_variant	c046b7734edef9ce
one_sample/81/hidden_paralog	c059c91d4cdd34e3
one_sample/81/samples_used	1
one_sample/81/confident_homalt_carriers	1
one_sample/82/ratio	4031aeff2e468400
one_sample/82/real_variant	c06cc8d55550eabe
one_sample/82/hidden_paralog	c06a92f56f881a3e
one_sample/82/samples_used	1
one_sample/82/confident_homalt_carriers	0
one_sample/83/ratio	40333b1caa5592f6
one_sample/83/real_variant	c03590a4477dda48
one_sample/83/hidden_paralog	c002ac3ce9423a90
one_sample/83/samples_used	1
one_sample/83/confident_homalt_carriers	0
one_sample/84/ratio	403d7cbc76ef2c30
one_sample/84/real_variant	c05a59f22118ad9f
one_sample/84/hidden_paralog	c052fac3035ce293
one_sample/84/samples_used	1
one_sample/84/confident_homalt_carriers	0
one_sample/85/ratio	c03348fc69d93700
one_sample/85/real_variant	c0417843fdab8416
one_sample/85/hidden_paralog	c04b1cc232981f96
one_sample/85/samples_used	1
one_sample/85/confident_homalt_carriers	0
one_sample/86/ratio	0000000000000000
one_sample/86/real_variant	0000000000000000
one_sample/86/hidden_paralog	0000000000000000
one_sample/86/samples_used	0
one_sample/86/confident_homalt_carriers	0
one_sample/87/ratio	4043fff898928376
one_sample/87/real_variant	c05a7a340efacb76
one_sample/87/hidden_paralog	c0507a37c2b189bb
one_sample/87/samples_used	1
one_sample/87/confident_homalt_carriers	0
one_sample/88/ratio	bfe10a54969308a0
one_sample/88/real_variant	c01478f3fcdb88e6
one_sample/88/hidden_paralog	c0169a3e8fade9fa
one_sample/88/samples_used	1
one_sample/88/confident_homalt_carriers	0
one_sample/89/ratio	c064eed148bdfdea
one_sample/89/real_variant	c05636986b4db45c
one_sample/89/hidden_paralog	c070050ebf326c0c
one_sample/89/samples_used	1
one_sample/89/confident_homalt_carriers	1
one_sample/90/ratio	406262d1b7bfb8c1
one_sample/90/real_variant	c062a76315f0b63a
one_sample/90/hidden_paralog	c00124578c3f5e57
one_sample/90/samples_used	1
one_sample/90/confident_homalt_carriers	0
one_sample/91/ratio	4036ba171b7cd660
one_sample/91/real_variant	c07279a1f86c87b1
one_sample/91/hidden_paralog	c0710e0086b4ba4b
one_sample/91/samples_used	1
one_sample/91/confident_homalt_carriers	0
one_sample/92/ratio	c01b8f06062f2e60
one_sample/92/real_variant	c025494bad0bdbda
one_sample/92/hidden_paralog	c03188675811b985
one_sample/92/samples_used	1
one_sample/92/confident_homalt_carriers	0
one_sample/93/ratio	40b60b39f237abc2
one_sample/93/real_variant	c0b62fa21378beef
one_sample/93/hidden_paralog	c0423410a0899688
one_sample/93/samples_used	1
one_sample/93/confident_homalt_carriers	0
one_sample/94/ratio	404badaa5abcc9a8
one_sample/94/real_variant	c060f0d02adb42b9
one_sample/94/hidden_paralog	c0540acb2858209e
one_sample/94/samples_used	1
one_sample/94/confident_homalt_carriers	0
one_sample/95/ratio	403bdae03b8d6c9c
one_sample/95/real_variant	c062547ab9660380
one_sample/95/hidden_paralog	c05db23d63e8abd9
one_sample/95/samples_used	1
one_sample/95/confident_homalt_carriers	0
one_sample/96/ratio	0000000000000000
one_sample/96/real_variant	0000000000000000
one_sample/96/hidden_paralog	0000000000000000
one_sample/96/samples_used	0
one_sample/96/confident_homalt_carriers	0
one_sample/97/ratio	40560750aa38c5fe
one_sample/97/real_variant	c071620355c3044a
one_sample/97/hidden_paralog	c067c05e5669a595
one_sample/97/samples_used	1
one_sample/97/confident_homalt_carriers	0
one_sample/98/ratio	0000000000000000
one_sample/98/real_variant	0000000000000000
one_sample/98/hidden_paralog	0000000000000000
one_sample/98/samples_used	0
one_sample/98/confident_homalt_carriers	0
one_sample/99/ratio	c014b407d04a2718
one_sample/99/real_variant	c038d0cee5ad1ce7
one_sample/99/hidden_paralog	c03dfdd0d9bfa6ad
one_sample/99/samples_used	1
one_sample/99/confident_homalt_carriers	0
one_sample/100/ratio	3fe184b3c0765300
one_sample/100/real_variant	c04254c4d257aa4e
one_sample/100/hidden_paralog	c0420eb20355d102
one_sample/100/samples_used	1
one_sample/100/confident_homalt_carriers	0
one_sample/101/ratio	0000000000000000
one_sample/101/real_variant	0000000000000000
one_sample/101/hidden_paralog	0000000000000000
one_sample/101/samples_used	0
one_sample/101/confident_homalt_carriers	0
one_sample/102/ratio	403affd6d4e0f6d8
one_sample/102/real_variant	c06d8497b72e741d
one_sample/102/hidden_paralog	c06a249cdc925542
one_sample/102/samples_used	1
one_sample/102/confident_homalt_carriers	0
one_sample/103/ratio	4039347120519f30
one_sample/103/real_variant	c059ce786678a230
one_sample/103/hidden_paralog	c053815c1e643a64
one_sample/103/samples_used	1
one_sample/103/confident_homalt_carriers	0
one_sample/104/ratio	3ff155693780b080
one_sample/104/real_variant	c068f53e5baaa2a0
one_sample/104/hidden_paralog	c068d293893ba13f
one_sample/104/samples_used	1
one_sample/104/confident_homalt_carriers	0
one_sample/105/ratio	405ba03bec9e5f82
one_sample/105/real_variant	c070c9a515752a10
one_sample/105/hidden_paralog	c063c32c349b245f
one_sample/105/samples_used	1
one_sample/105/confident_homalt_carriers	0
one_sample/106/ratio	0000000000000000
one_sample/106/real_variant	0000000000000000
one_sample/106/hidden_paralog	0000000000000000
one_sample/106/samples_used	0
one_sample/106/confident_homalt_carriers	0
one_sample/107/ratio	c04619db08b4ffee
one_sample/107/real_variant	c0548e18ba7e524d
one_sample/107/hidden_paralog	c05f9b063ed8d244
one_sample/107/samples_used	1
one_sample/107/confident_homalt_carriers	1
one_sample/108/ratio	c05b8c35ccf0c4ba
one_sample/108/real_variant	c03d1ce1e99ed066
one_sample/108/hidden_paralog	c06169b723ac3c6a
one_sample/108/samples_used	1
one_sample/108/confident_homalt_carriers	1
one_sample/109/ratio	c0406cbeb8ca8c51
one_sample/109/real_variant	c022dbffc0fa0e5d
one_sample/109/hidden_paralog	c04523bea9090fe8
one_sample/109/samples_used	1
one_sample/109/confident_homalt_carriers	1
one_sample/110/ratio	404067f1e797965a
one_sample/110/real_variant	c0553fea82e94c0c
one_sample/110/hidden_paralog	c04a17e31e3b01be
one_sample/110/samples_used	1
one_sample/110/confident_homalt_carriers	0
one_sample/111/ratio	c02f5c110d9465d0
one_sample/111/real_variant	c067d528e1e6e238
one_sample/111/hidden_paralog	c069cae9f2c02895
one_sample/111/samples_used	1
one_sample/111/confident_homalt_carriers	0
one_sample/112/ratio	40716ff25bde4334
one_sample/112/real_variant	c077d9f9d4012ef7
one_sample/112/hidden_paralog	c059a81de08baf0c
